カテゴリーID,動画ID,製品タイトル,カテゴリー,コンテンツタイトル,コンテンツ概要
ETK-SET01-08,ETK1100S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,２人組の運動-手を引っぱり合うバランスくずし,お互いの手をにぎり、その手を引っぱり合う「バランスくずし」を紹介します。（１分３秒）
ETK-SET01-08,ETK1110S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,２人組の運動-手でおし合うバランスくずし,手でおしあう「バランスくずし」を紹介します。（４８秒）
ETK-SET01-08,ETK1120S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,２人組の運動-グーパージャンプ,座っている子の足の動きに合わせて、立っている子がジャンプする「グーパージャンプ」を紹介します。（１分１７秒）
ETK-SET01-08,ETK1130S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,なかまとたのしむ・協力する-ドン・ジャンケン,ライン上で相手に出会ったらジャンケンをして、勝ったら進んでいける「ドン・ジャンケン」を紹介します。（２分９秒）
ETK-SET01-08,ETK1140S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,なかまとたのしむ・協力する-むかで歩き,「むかで歩き」で競争するようすを紹介します。（５５秒）
ETK-SET01-08,ETK1150S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,なかまとたのしむ・協力する-トンネルきょうそう,みんなでトンネルをつくりながら、順番にくぐっていく「トンネルきょうそう」を紹介します。（１分４秒）
ETK-SET01-08,ETK1160S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,なかまとたのしむ・協力する-連続馬とび,グループで馬とびをしながら、前に進む「連続馬とび」を紹介します。（４６秒）
ETK-SET01-08,ETK1170S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,動物歩き-クマ,動物歩きの「クマ」を紹介します。（５０秒）
ETK-SET01-08,ETK1180S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,動物歩き-ウサギ,動物歩きの「ウサギ」を紹介します。（５０秒）
ETK-SET01-08,ETK1190S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,動物歩き-カエル,動物歩きの「カエル」を紹介します。（３４秒）
ETK-SET01-08,ETK1200S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,動物歩き-アザラシ,動物歩きの「アザラシ」を紹介します。（５４秒）
ETK-SET01-08,ETK1210S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,動物歩き-クモ,動物歩きの「クモ」を紹介します。（５７秒）
ETK-SET01-08,ETK1220S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,動物歩き-カンガルー,動物歩きの「カンガルー」を紹介します。（５３秒）
ETK-SET01-08,ETK1230S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,動物歩き-いろいろなしせいからの前回り,動物歩きで歩いている途中に、前回りをする運動を紹介します。（５３秒）
ETK-SET01-08,ETK1240S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,いろいろな動きで移動してみよう-走ってみよう,いろいろな姿勢から走り出す運動を紹介します。（１分４秒）
ETK-SET01-08,ETK1250S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,いろいろな動きで移動してみよう-スキップ,「スキップ」のポイントや失敗例を紹介します。（５７秒）
ETK-SET01-08,ETK1260S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,いろいろな動きで移動してみよう-手たたき・バンザイスキップ,スキップのリズムに合わせて、手をたたいたり、バンザイをしたりする運動を紹介します。（５８秒）
ETK-SET01-08,ETK1270S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,いろいろな動きで移動してみよう-ケンケン,「ケンケン」のポイントや失敗例を紹介します。（５９秒）
ETK-SET01-08,ETK1280S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,いろいろな動きで移動してみよう-ケンパー・ケングー,リズムよく足を開いたり閉じたりして、前に進んでいく「ケンパー・ケングー」を紹介します。（１分９秒）
ETK-SET01-08,ETK1290S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,その場で動いてみよう-かえるの足打ち,「かえるの足打ち」のポイントを紹介します。（５５秒）
ETK-SET01-08,ETK1300S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,その場で動いてみよう-ジャンプ半回転・１回転,その場でジャンプをして、体をひねって着地する運動を紹介します。（５９秒）
ETK-SET01-08,ETK1310S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,その場で動いてみよう-よじのぼりさか立ち,「よじのぼりさか立ち」のポイントと失敗例を紹介します。（１分２６秒）
ETK-SET01-08,ETK1320S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,クライミングロープ-ターザン,クライミングロープに、しがみついたり、登ったり、ぶら下がったりする運動を紹介します。（２分１秒）
ETK-SET01-08,ETK1330S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,クライミングロープ-ロープをつかったさか上がり,２本のクライミングロープをにぎって、逆上がりのように回転する運動を紹介します。（５０秒）
ETK-SET01-08,ETK1340S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,やわらかな動きをつくる-ブリッジ,「ブリッジ」のポイントと失敗例を紹介します。（５４秒）
ETK-SET01-08,ETK1350S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,やわらかな動きをつくる-ブリッジくぐり,ブリッジをした子の下をくぐる運動を紹介します。（５０秒）
ETK-SET01-08,ETK1360S,小学校　１～６年　体育　ショートコンテンツシリーズ　全13タイトル,体つくり運動　低・中学年,やわらかな動きをつくる-ジャンケン足ひらき,ジャンケンに負けた方が、足を開いていく「ジャンケン足ひらき」を紹介します。（１分２２秒）
